timestamp,angle_x,angle_y,angle_z
55.514925124822184,-0.007327184832779007,-0.0073770730432076445,0.0016374811985507658
55.585439124843106,0.0017079226103991598,-0.01985269040030797,0.02141717517611525
55.66602612496354,-0.0013248586241652181,-0.013913043438129855,0.06049098163299075
55.73654012498446,-0.14464273868793642,0.031181374004807413,0.09825973685977336
55.80705412500538,-0.31662543193600723,0.13323833381756955,0.1689702765367242
55.897714083315805,-0.27636379492405094,0.16298052899899457,0.16941278754439337
55.958155083237216,-0.30030814437910613,0.14321836987892628,0.16253448909936194
56.01859508315101,-0.23096659923020418,0.1048589742607011,0.15496247338307598
56.099182083271444,-0.22249336516275464,0.16247318347130302,0.16356516577738434
56.17977008316666,-0.25561717597592065,0.18881081083735293,0.11675442525873486
56.240210083313286,-0.1935723387305897,0.17781842060548408,0.09473355397821848
56.31072408333421,0.13883443396086914,0.15715028469322767,0.11878862384228644
56.38123808335513,0.7756097589305069,-0.11620644064409896,0.04476340509547719
56.451751083135605,1.4453878952273436,-0.4211535224845693,0.004108895562331599
56.54241208336316,2.9741103192751313,-0.9626068899261309,-0.1143080365533523
56.62299908325076,4.477849286347638,-1.8901109684344277,-0.20827729915461599
56.69351308327168,5.823699759775735,-3.077356049743111,-0.5284289093902875
56.77410008315928,7.799621995879223,-4.947342219392468,-1.157728086657934
56.83454158320092,9.108981498986763,-6.497584864711307,-1.6334739618939396
56.91512858332135,11.213047783063955,-7.532091047223657,-2.172865812779542
56.98564258334227,12.682877534871213,-8.33248480749584,-2.571654544864697
57.06622958322987,14.880084162044243,-10.522918874582265,-3.896868431748686
57.12667058315128,16.740065228868627,-10.84763672853107,-4.684786802397812
57.18711058329791,18.54128245527653,-11.164120563040113,-4.840807572651265
57.25762458331883,20.521381232962934,-13.336463758281644,-5.504987541715754
57.33821158320643,22.886087525695004,-15.188696399989567,-7.046665339908352
57.40872558322735,25.241212552157755,-14.311732437190637,-6.524722772707243
57.46916558314115,24.956186584740713,-10.341355771845901,-4.773518907532433
57.549753583269194,24.68855524856781,-9.236605229044178,-4.55395109361969
57.61019358318299,26.149370890474255,-10.922258044293404,-5.741999899843311
57.69078058330342,27.354568168825434,-12.386895825636953,-5.745642706718934
57.76129458332434,26.28850485312845,-11.440492042825378,-4.806554731645784
57.84188099997118,26.240631568312807,-12.620077649415709,-5.32294714196779
57.9123949999921,25.865695864840802,-12.87955616965598,-5.299565382398791
57.9929819998797,25.395782615060664,-12.376314925602813,-5.028703796347995
58.063495999900624,25.225445660982942,-12.598061173631217,-5.262469482005619
58.134009999921545,24.793973987224234,-12.550736028279083,-5.227846709531583
58.214596999809146,24.192158259772246,-12.408946439549517,-5.139030426063305
58.29518499993719,23.009764980671186,-12.093321090267246,-5.100599257792025
58.35562499985099,22.24311727757232,-11.920798427234967,-5.136548223541317
58.42613899987191,21.23128265238213,-11.856612590316457,-5.194092989074913
58.49665299989283,19.848252494981693,-11.709108224088167,-5.283111206826267
58.56716699991375,18.58257133972503,-11.410722464835125,-5.2362333847770595
58.62760699982755,17.413975898099363,-11.258092867716863,-5.183849882486792
58.718267999822274,15.258629618293652,-11.269378243550367,-4.985191870980468
58.788781999843195,13.530385735196123,-11.34217094143314,-4.8343144363026305
58.879441833356395,11.791375691015656,-10.796490521718201,-4.5283106114973615
58.949955833144486,10.611489466482633,-10.079301396582895,-4.150848550793314
59.04061683313921,9.243047916719744,-10.071293667173066,-4.133677623613158
59.11113083316013,7.739797676348294,-10.399425455297488,-4.294897300685026
59.18164483318105,6.443127270273867,-10.414226979617395,-4.258141735523762
59.272304833168164,4.811190875624224,-10.188621483278329,-4.128621887481994
59.35289283329621,3.0987809815555645,-10.06833740290749,-4.127449332310677
59.43347983318381,1.1327955581179023,-9.899678027425663,-3.969924424303253
