Timestamp,X_Angle,Y_Angle,Z_Angle
2025-02-10 09:00:00,12.483570765056164,10.27375207517933,31.36506395035066
2025-02-10 09:00:01,9.308678494144077,13.988369304991375,39.68796511060916
2025-02-10 09:00:02,13.238442690503462,9.45306055300027,40.18016872044446
2025-02-10 09:00:03,17.61514928204013,12.844269292526718,44.72630345843406
2025-02-10 09:00:04,8.82923312638332,1.7446973313235006,26.331416367191736
2025-02-10 09:00:05,8.829315215254097,16.49305595161057,45.92567273847331
2025-02-10 09:00:06,17.896064077536955,15.00843832753557,124.0
2025-02-10 09:00:07,13.837173645764544,9.280379582522666,33.70115447636189
2025-02-10 09:00:08,7.652628070325239,19.614719679026834,35.117261575484555
2025-02-10 09:00:09,12.712800217929823,21.562990963385907,46.33326826071239
2025-02-10 09:00:10,7.682911535937689,3.7470809494171817,40.22630852676869
2025-02-10 09:00:11,7.671351232148716,9.6609265500365,25.944369461437134
2025-02-10 09:00:12,11.209811357830171,9.616003551488912,30.15006874182985
2025-02-10 09:00:13,0.4335987767110101,8.420678292237948,41.98680009547407
2025-02-10 09:00:14,1.3754108374348366,20.80632389352224,39.20932658135444
2025-02-10 09:00:15,7.188562353795136,13.643217028590374,34.20875890364253
2025-02-10 09:00:16,4.935844398327881,13.148396110825725,35.19166210488021
2025-02-10 09:00:17,11.57123666297637,0.9729634491527257,46.961679971592886
2025-02-10 09:00:18,5.459879622393945,19.447926211464583,34.82307427130785
2025-02-10 09:00:19,2.9384814933235424,6.325191236025692,39.119087559709264
2025-02-10 09:00:20,17.32824384460777,15.419528411864297,61.69936588080543
2025-02-10 09:00:21,8.871118497567322,16.941638565707343,25.763173631160768
2025-02-10 09:00:22,10.33764102343962,24.52461017087056,21.481572684253415
2025-02-10 09:00:23,2.8762590689327165,5.838257206166215,47.83589664798607
2025-02-10 09:00:24,7.278086377374087,-6.1365850907457755,33.21356938705897
2025-02-10 09:00:25,10.55461294854933,16.286946813275865,36.8176247225738
2025-02-10 09:00:26,4.245032112888486,27.603578270575976,32.18843621868886
2025-02-10 09:00:27,11.87849009172836,23.67262447057606,37.40199859232487
2025-02-10 09:00:28,6.996806550405975,16.46761590692238,55.98538112096341
2025-02-10 09:00:29,8.541531251033616,11.558546700575668,48.021284586181196
2025-02-10 09:00:30,6.991466938853016,20.649858176461173,48.62223511886977
2025-02-10 09:00:31,19.261390922544688,8.185176602068719,25.837729442073545
2025-02-10 09:00:32,9.932513876310331,18.334504385493535,28.488462634471308
2025-02-10 09:00:33,4.711445355220498,18.538291114166388,11.60921340514573
2025-02-10 09:00:34,14.112724560515945,22.42146935249216,31.90619178917246
2025-02-10 09:00:35,3.895781750144889,34.31762027237754,49.567031863856585
2025-02-10 09:00:36,11.044317975023777,17.74691177025137,45.16946515748371
